Sample,X,Y,Z,Cluster
TCGA-04-1347-01A,6.62413359499609,-15.6928925466906,21.8912482370643,1
TCGA-04-1350-01A,6.93573686744601,-12.3151232469845,17.7103220472626,1
TCGA-04-1356-01A,10.7662758803561,-11.3984209477414,29.2245585461574,1
TCGA-04-1362-01A,14.4124438785749,-9.54042099305508,17.7629320626106,1
TCGA-04-1364-01A,10.5158864186156,-12.4949884781582,20.1647296208563,1
TCGA-04-1365-01A,16.0212887922139,-8.97482723582654,23.914592706391,1
TCGA-04-1514-01A,9.98032295540048,-12.689062195515,19.1886886348132,1
TCGA-04-1519-01A,7.97904840859947,-5.79956664830004,14.0850946074985,1
TCGA-04-1542-01A,15.1080767465474,-9.29251269619512,24.4227289158269,1
TCGA-04-1651-01A,14.2631315453255,-10.7212862853345,17.4796342553818,1
TCGA-04-1655-01A,7.41337463681245,-14.038180020531,19.7953223157294,1
TCGA-09-0364-01A,11.7122438532926,-4.56446759665129,17.780282451992,1
TCGA-09-0366-01A,11.0682372818682,-8.61216861588948,13.9086613000903,1
TCGA-09-0367-01A,12.2437792403009,-9.22047994639114,28.2861667904996,1
TCGA-09-1662-01A,11.9712146463876,-9.8655927305284,28.8560312156267,1
TCGA-09-1665-01B,8.76938081194593,-5.85929801280016,12.0118702378484,1
TCGA-09-1666-01A,10.5629432604579,-6.98834229511325,14.0064067641062,1
TCGA-09-1668-01B,12.3653976534296,-8.47188792164932,17.528191939386,1
TCGA-09-1669-01A,15.9653666785555,-8.24220356145028,15.7463331382228,1
TCGA-09-1670-01A,9.49482066197548,-6.65595267890887,19.8268854362286,1
TCGA-09-1673-01A,10.1344299676331,-5.57440828985564,12.6378551669888,1
TCGA-09-2044-01B,9.08339022136078,-4.35569650709016,13.6821049078144,1
TCGA-09-2045-01A,14.0408392032564,-11.0921663441441,24.5351060585525,1
TCGA-09-2048-01A,6.69129943346002,-12.1492472762597,17.2185283104637,1
TCGA-09-2053-01C,11.1476369217932,-16.9906603125106,22.7633838457262,1
TCGA-09-2054-01A,7.30100039409947,-14.8942255522875,20.6450188016734,1
TCGA-09-2056-01B,11.3165646640319,-9.29675047270985,13.7581285891879,1
TCGA-10-0927-01A,7.04556436082315,-14.9023920522546,21.7202465526514,1
TCGA-10-0928-01A,9.79513408462391,-7.54573233804624,16.7113380996489,1
TCGA-10-0931-01A,15.8780600346697,-8.21817103466332,23.1185672003713,1
TCGA-10-0936-01A,15.3770212157697,-8.78068525740121,26.0006952418232,1
TCGA-10-0937-01A,14.3036641388232,-10.5648778528219,23.3013476009858,1
TCGA-10-0938-01A,17.1436571068036,-10.085690655908,26.3095334057015,1
TCGA-13-0720-01A,14.257491628749,-10.5632826824924,23.4086096611353,1
TCGA-13-0727-01A,10.1984223891828,-10.9464433907321,28.90009173712,1
TCGA-13-0762-01A,6.43738586947585,-8.01015504721949,10.9667584581158,1
TCGA-13-0765-01A,9.73027312734715,-9.80306971772425,28.4136262495898,1
TCGA-13-0766-01A,8.54857463479596,-6.91063377161917,9.9149992393541,1
TCGA-13-0797-01A,16.6767207520657,-9.63094388515587,24.7670892846307,1
