Sample,X,Y,Z,Cluster
TCGA-2G-AAEW-01A,22.0992851431442,-4.92748560621222,5.35097417021981,1
TCGA-2G-AAF4-01A,20.1403648701188,0.24810427488247,16.0343561632351,1
TCGA-2G-AAF6-01A,22.5680138016948,-6.10376376034224,8.62519389521241,1
TCGA-2G-AAF8-01A,20.9308053166128,-4.72026108361137,6.66688364709811,1
TCGA-2G-AAFE-01A,23.7684594623178,7.2254023005118,7.59807967933348,1
TCGA-2G-AAFG-01A,23.6920901334242,-2.03342804691896,5.86621448458138,1
TCGA-2G-AAFH-01A,16.7956715468364,2.41577018434297,16.6834810850273,1
TCGA-2G-AAG3-01A,16.7412932064404,2.68912221582087,13.9381938095234,1
TCGA-2G-AAG8-01A,22.0885406137608,-0.745724468689581,5.9266933143695,1
TCGA-2G-AAG9-01A,24.9166742451137,8.62256882767771,13.1627221707072,1
TCGA-2G-AAH0-01A,19.860578468518,4.5749610449676,9.40838865659297,1
TCGA-2G-AAH8-01A,22.0265349563542,7.30108311625734,10.2428800564119,1
TCGA-2G-AAHA-01A,18.5385568503098,2.89836203048541,13.2807227721139,1
TCGA-2G-AAHL-01A,24.5400853848677,-0.891278959877911,6.09688264822988,1
TCGA-2G-AAHN-01A,20.7812882386059,-3.06283864782031,4.93916086315171,1
TCGA-2G-AAHT-01A,20.0981444819625,2.33896243960097,14.7042115891163,1
TCGA-2X-A9D5-01A,16.9883299346256,6.92939537336946,10.4620967923124,1
TCGA-4K-AA1G-01A,21.7320189791392,6.84680410975232,9.36105289866891,1
TCGA-4K-AA1I-01A,22.7863227413932,-1.6958284591813,5.12390691353467,1
TCGA-S6-A8JW-01A,19.5573712799752,3.84783302487994,12.0784586872321,1
TCGA-S6-A8JX-01A,20.2118314626484,2.682380592548,12.1294468324567,1
TCGA-S6-A8JY-01A,24.1385742197964,4.95191183794408,12.999959457467,1
TCGA-SB-A6J6-01A,17.5436521858748,3.1880784319537,10.1242133990934,1
TCGA-SB-A76C-01A,21.4518818778636,-5.88449494950096,10.3457748242934,1
TCGA-SO-A8JP-01A,15.357155607621,8.1380232213661,14.5728528812672,1
TCGA-VF-A8AC-01A,22.1650638015042,-5.81217861566773,5.60089775428453,1
TCGA-VF-A8AE-01A,25.1478382990055,-3.22303798883585,5.25302912416297,1
TCGA-W4-A7U2-01A,17.2193010772031,3.52634840506382,11.18031901835,1
TCGA-WZ-A7V3-01A,19.1227961859978,7.10465600791079,12.9827481261181,1
TCGA-WZ-A7V5-01A,25.8987556169802,4.62813687642612,10.0862798527173,1
TCGA-WZ-A8D5-01A,22.1021219321573,1.66092801583126,11.0814907493033,1
TCGA-XE-A8H4-01A,15.9309688368598,2.82877731308,12.6411800805269,1
TCGA-XE-A8H5-01A,20.9083485616459,2.76393246274841,14.1949773415865,1
TCGA-XE-A9SE-01A,17.4777186669187,3.46479584669126,14.8073749715203,1
TCGA-XE-AANJ-01A,24.5799760211951,-0.202812522347556,4.893887041178,1
TCGA-XE-AANV-01A,19.4215838145462,6.36683691414201,11.3987191832785,1
TCGA-XE-AAO3-01A,24.064071524732,-1.67546379765397,5.89027964545651,1
TCGA-XE-AAO4-01A,21.5509539167789,1.57701493541101,11.615811146237,1
TCGA-XE-AAO6-01A,25.0384254760655,4.37369019132676,9.48049712401498,1
TCGA-XE-AAOF-01A,19.2702928419651,2.8762014729114,15.0301902879834,1
TCGA-XE-AAOL-01A,21.7716317290917,0.574089177312448,8.26246485587149,1
TCGA-XY-A89B-01A,16.4268763655677,3.75486803565766,16.5702229351632,1
TCGA-XY-A9T9-01A,18.0184587815333,7.00902848216805,14.1405063287198,1
TCGA-YU-A90Q-01A,25.2148944231437,4.24573633398199,12.8599828097014,1
TCGA-YU-A90W-01A,19.6892831585347,0.463376945965177,12.4640567942331,1
TCGA-YU-A912-01A,21.3430298333244,5.15623368455951,13.5944477153806,1
TCGA-YU-AA4L-01A,22.5721638248386,5.20715345774657,14.2467812691954,1
TCGA-ZM-AA0H-01A,21.7350413109122,3.55140759408359,11.2152382005143,1
TCGA-ZM-AA0N-01A,25.1027319017362,5.14762029708544,8.50522651036966,1
TCGA-2G-AAEX-01A,-47.6375534960044,-16.2107025553647,-2.29315927983239,2
TCGA-2G-AAFJ-01A,-49.5776824861966,-14.8748758918261,-10.1807659414652,2
TCGA-2G-AAFV-01A,-48.9012670517443,-8.69708040005968,-6.75881984880028,2
TCGA-2G-AAFZ-01A,-50.094500921377,-15.499756352666,-9.45686116325886,2
TCGA-2G-AAG5-01A,-51.4146065758711,-10.0372066594539,-10.3274454270381,2
TCGA-2G-AAG6-01A,-50.0577748823335,-10.8595579453527,-5.62235010102003,2
TCGA-2G-AAGG-01A,-50.9482701431996,-7.96003697652038,-9.17216255240334,2
TCGA-2G-AAGI-01A,-49.4190857479655,-15.4807623351448,-11.5476462796061,2
TCGA-2G-AAGM-01A,-49.8374466795613,-14.0949109898869,-10.1467725298642,2
TCGA-2G-AAGP-01A,-51.7451716887419,-11.0165246418453,-8.06062895479178,2
TCGA-2G-AAGV-01A,-48.9059181542698,-14.0877153477802,-6.93220826989827,2
TCGA-2G-AAGX-01A,-50.523013232722,-11.3426522087555,-12.2001266592395,2
TCGA-2G-AAGY-01A,-51.2656499745576,-12.4050225894408,-7.09458125462883,2
TCGA-2G-AAH2-01A,-46.0794586257568,-12.6738823192737,-9.01780278308593,2
TCGA-2G-AAHC-01A,-48.1263661077741,-7.66998759760382,-1.32617327305897,2
TCGA-2G-AAHG-01A,-47.6323531294654,-14.9644291115519,-7.1022883952564,2
