Sample,X,Y,Z,Cluster
TCGA-3X-AAVA-01A,-3.15462079158531,-5.32550503276729,0.619029412351648,1
TCGA-3X-AAVB-01A,-2.26454503317625,-2.97950434213098,0.359853897020462,1
TCGA-4G-AAZO-01A,-2.17649575904952,-3.6969882997921,-1.1499549667259,1
TCGA-W5-AA2I-01A,-2.71394636669225,-4.45275546625532,-0.990881446375538,1
TCGA-W5-AA2Q-01A,-3.07717632995684,-4.93534685357045,0.250569947153074,1
TCGA-W5-AA2T-01A,-2.81189583505177,-3.99747045271947,-0.36675538705167,1
TCGA-W5-AA31-01A,-2.01170696362712,-3.00420434417054,0.0750548236793659,1
TCGA-ZH-A8Y5-01A,-3.70663261562537,-5.49173511889125,1.48008556668007,1
TCGA-ZH-A8Y6-01A,-2.77720505052427,-4.3960095568987,0.042031465181641,1
TCGA-3X-AAV9-01A,-1.0087592958571,-0.92046100839911,3.76438945838345,2
TCGA-W5-AA2H-01A,-1.25736671420109,-1.14463380569278,3.80452749548328,2
TCGA-W5-AA2W-01A,-1.43889254544099,-1.33818799430853,4.46772747716527,2
TCGA-W5-AA2X-01A,-1.5945103070431,-1.6821586131853,2.22255886216032,2
TCGA-W5-AA2Z-01A,-0.123865088312794,0.0227708161799112,3.41130832364931,2
TCGA-YR-A95A-01A,-1.55990905047848,-1.78350249087824,4.26362604811343,2
TCGA-ZD-A8I3-01A,-0.704284872043231,0.00213346642843912,3.31038889530816,2
TCGA-ZU-A8S4-01A,-1.22715308308752,-0.896411836190694,3.694207362698,2
TCGA-3X-AAVC-01A,-0.672130055678881,-2.01502484321188,-3.58649238968657,3
TCGA-4G-AAZT-01A,-0.990135195357827,-2.77837028560012,-2.94195768018975,3
TCGA-W5-AA36-01A,-1.66046056348868,-2.51756468235267,-2.90861319978305,3
TCGA-W5-AA38-01A,-1.01396209873468,-2.04951003998017,-3.59826986663695,3
TCGA-W5-AA39-01A,-1.27441483518396,-2.41987551745485,-2.79707796615902,3
TCGA-3X-AAVE-01A,3.42169803498815,5.4136289454315,0.694512709120204,4
TCGA-W5-AA2G-01A,2.55453220469334,3.24017173255728,-2.05135263016809,4
TCGA-W5-AA2O-01A,2.41952813708355,4.23847104749247,-1.84762075204538,4
TCGA-W5-AA2R-01A,3.01065092299855,2.94601649530404,-2.50245762334781,4
TCGA-W5-AA2U-01A,2.88009264294105,4.48379278106053,-0.237404223768664,4
TCGA-W5-AA30-01A,2.79815907693801,4.78724010507197,-0.157021659030525,4
TCGA-W5-AA33-01A,3.32610043775861,2.61489114463179,-2.21668097909118,4
TCGA-W5-AA34-01A,2.6059567000363,4.27535620291573,-0.311275240240878,4
TCGA-W6-AA0S-01A,2.58202418611943,4.39247796835529,-0.634274020311408,4
TCGA-WD-A7RX-01A,1.92456864321995,1.94400932906192,-2.8555473998434,4
TCGA-ZH-A8Y1-01A,2.75062271703574,3.67021176070279,0.513909098816366,4
TCGA-ZH-A8Y2-01A,2.40425507666426,5.2475618928654,-1.78714453102361,4
TCGA-ZH-A8Y4-01A,3.53542414194261,5.75959695427634,1.29059171382371,4
TCGA-ZH-A8Y8-01A,3.00645552777749,4.78688994211503,-1.32359059530835,4
