Sample,X,Y,Z,Cluster
TCGA-BJ-A0Z0-01A,10.4234791386409,-20.3837785253515,16.0924537643786,1
TCGA-BJ-A0Z3-01A,11.0922385042403,-23.9678616581604,28.0935660406312,1
TCGA-BJ-A0Z9-01A,9.28781211908838,-22.0749552955639,10.396326128262,1
TCGA-BJ-A0ZC-01A,10.6823165914246,-20.793112959259,14.980038645509,1
TCGA-BJ-A0ZG-01A,8.53924563406232,-19.9937863237831,17.1255783782817,1
TCGA-BJ-A0ZJ-01A,15.356576773694,-15.6380552299397,22.6397247511439,1
TCGA-BJ-A18Y-01A,10.4674562349583,-22.008344201079,13.4321040413875,1
TCGA-BJ-A18Z-01A,8.14818682792873,-22.1897449122755,10.0131916115449,1
TCGA-BJ-A190-01A,8.95871373786641,-20.2398829379028,16.7022865230626,1
TCGA-BJ-A191-01A,17.8459311567939,-16.4015826268764,28.0327332202882,1
TCGA-BJ-A28T-01A,13.0850277842609,-14.4316619897563,28.7703199264349,1
TCGA-BJ-A28V-01A,13.7949609750405,-16.3411795036602,30.0376125936353,1
TCGA-BJ-A290-01A,15.5853519962782,-19.2116496447202,23.9126846970276,1
TCGA-BJ-A291-01A,14.4507882530208,-12.2883435873157,29.0832376851486,1
TCGA-BJ-A2N9-01A,9.07621149612015,-11.0357316854467,23.7755173420905,1
TCGA-BJ-A45E-01A,8.01630166825845,-11.4222091212784,22.8814033993009,1
TCGA-BJ-A45H-01A,14.5938112515091,-17.7892213647411,16.0509654956541,1
TCGA-CE-A27D-01A,14.5026932312248,-14.2912761818889,26.8676738175879,1
TCGA-DE-A0XZ-01A,8.49530168288326,-23.731694042051,23.9489803694913,1
TCGA-DE-A2OL-01A,13.6904716503979,-16.2398602290694,30.2860298573267,1
TCGA-DJ-A13P-01A,13.8093862173231,-18.3639663179133,17.6129163478088,1
TCGA-DJ-A13T-01A,9.74391910370219,-22.9336793701353,30.1401842356455,1
TCGA-DJ-A1QI-01A,9.11165468988533,-23.6634639286192,24.8210711766026,1
TCGA-DJ-A1QL-01A,12.5492539175087,-16.5589983268094,29.645717487126,1
TCGA-DJ-A1QM-01A,12.3270606366345,-13.9316958412173,28.7272350855061,1
TCGA-DJ-A1QO-01A,18.2280390651706,-16.1805825169022,28.953255392537,1
TCGA-DJ-A1QQ-01A,8.9237996945903,-15.1613631327718,32.9152734033001,1
TCGA-DJ-A2PV-01A,10.9062873131639,-19.9153221627496,29.1841656911619,1
TCGA-DJ-A2Q0-01A,9.96763991218166,-21.1101856189816,12.1811503997344,1
TCGA-DJ-A2Q2-01A,8.14326998037438,-20.4547692788141,17.0170196429427,1
TCGA-DJ-A2Q3-01A,8.90961427240128,-16.1875146794644,33.0856672938327,1
TCGA-DJ-A2Q5-01A,10.7361690594778,-21.4388423232436,27.0315786242319,1
TCGA-DJ-A2Q6-01A,9.97941383798671,-23.5702587176063,30.4712379458399,1
TCGA-DJ-A3UM-01A,9.6643804677866,-22.7157898389927,10.2206148278103,1
TCGA-DJ-A3US-01A,11.810580996083,-21.291038952091,15.6686308571656,1
TCGA-DJ-A3UU-01A,9.33168844578602,-21.8093401830318,28.4574104940444,1
TCGA-DJ-A3UV-01A,9.70951623381152,-11.2012503142951,24.349998199152,1
TCGA-DJ-A3V9-01A,11.6864862756827,-23.6990108074932,29.4065711107267,1
TCGA-DJ-A4V0-01A,11.3405553035538,-13.2698478424503,28.8499068632842,1
TCGA-DO-A2HM-01B,15.2877780056224,-15.9334265885035,28.9080608356935,1
TCGA-E3-A3E0-01A,13.0031969069969,-11.0445134491793,28.1902892612761,1
TCGA-E8-A416-01A,13.0403756880894,-18.4146792134397,29.7967907830311,1
TCGA-E8-A434-01A,13.3479371051119,-9.71843522571496,28.0078107689203,1
TCGA-E8-A436-01A,8.18405086873436,-24.238529817541,22.4736275966533,1
TCGA-E8-A44M-01A,6.88152136027012,-20.1367233821722,17.4532247523053,1
TCGA-EL-A3CO-01A,13.8832604970814,-16.3102593542943,29.5323717090516,1
TCGA-EL-A3CP-01A,9.70867030301728,-23.5585197522583,25.843602701289,1
TCGA-EL-A3CT-01A,18.4269300201681,-15.0722428599555,26.9621451661694,1
TCGA-EL-A3CW-01A,11.4461446016019,-21.2315579959853,26.8554336355609,1
TCGA-EL-A3CX-01A,13.1033434963794,-18.1056107844777,29.828415334233,1
TCGA-EL-A3CY-01A,12.0580445399632,-19.6054057281507,29.1354508195309,1
TCGA-EL-A3D5-01A,10.3692778070384,-21.8114213264793,13.315741733323,1
TCGA-EL-A3GP-01A,13.1825488927401,-12.1262447070078,28.6488343090943,1
TCGA-EL-A3GQ-01A,10.7020150159099,-20.9217575077673,29.6988196052054,1
TCGA-EL-A3GX-01A,10.100744816395,-23.6302242362802,30.4674346369418,1
TCGA-EL-A3H1-01A,11.8532006859187,-12.7231597450909,28.8606053210616,1
TCGA-EL-A3H2-01A,9.91994482155272,-11.2461203093888,24.5244197362774,1
TCGA-EL-A3MW-01A,10.2295529330163,-11.2160041278753,26.1827359307193,1
TCGA-EL-A3MY-01A,12.6766665090738,-23.3147931913531,29.2970041050997,1
TCGA-EL-A3N3-01A,17.8309945623697,-16.5657372984318,28.3279622774609,1
TCGA-EL-A3T6-01A,15.1063123986289,-19.4042436493116,23.4206578027534,1
TCGA-EL-A3T7-01A,9.27186103811235,-21.8548052345823,27.705264491509,1
TCGA-EL-A3ZH-01A,17.8566728410828,-15.7763189171668,27.6287354439188,1
TCGA-EL-A3ZS-01A,13.3753545307609,-22.9617725211235,28.9943693138849,1
